state_name,district_name,season,crop,rainfall,temp
Kerala,KANNUR,october,arecanut,,
Kerala,KANNUR,november,arecanut,,
Kerala,KANNUR,september,arecanut,,
Kerala,KANNUR,january,turmeric,,
Kerala,KANNUR,february,turmeric,,
Kerala,KANNUR,march,turmeric,,
Kerala,KANNUR,december,sweet patato,,
Kerala,KANNUR,january,sweet patato,,
Kerala,KOLLAM,january,sugarcane,,
Kerala,KOLLAM,february,sugarcane,,
Kerala,KOLLAM,march,sugarcane,,
Kerala,KOLLAM,april,chilli,,
Kerala,KOLLAM,may,tomato,,
Kerala,KOLLAM,june,maize,,
Kerala,KOLLAM,july,maize,,
Kerala,KOLLAM,august,broccoil,,
Kerala,KOLLAM,september,peas,,
Kerala,KOLLAM,october,peas,,
Kerala,KOLLAM,november,peas,,
Kerala,KOLLAM,december,bottle gourd,,
Kerala,KOLLAM,january,tomato,,
Kerala,KOLLAM,february,chilli,,
Kerala,KOLLAM,march,chilli,,
Kerala,KOLLAM,april,tomato,,
Kerala,KOLLAM,may,tomato,,
Kerala,KOLLAM,june,tomato,,
Kerala,KOLLAM,july,groundnut,,
Kerala,KOLLAM,august,carrot,,
Kerala,KOLLAM,september,spinach,,
Kerala,KOLLAM,october,spinach,,
Kerala,KOLLAM,november,spinach,,
Kerala,KOLLAM,december,potato,,
Kerala,KOLLAM,february,pomegranet,,
Kerala,KOLLAM,march,pomegranet,,
Kerala,KOLLAM,march,tomato,,
Kerala,KOLLAM,may,pepper,,
Kerala,KOLLAM,june,pepper,,
Kerala,KOLLAM,june,rice,,
Kerala,KOLLAM,july,rice,,
Kerala,KOLLAM,november,bottle gourd,,
Kerala,KOLLAM,october,potato,,
Kerala,KOLLAM,november,potato,,
Kerala,KOLLAM,may,cardamom,,
Kerala,KOLLAM,june,cardamom,,
Kerala,KOLLAM,july ,cardamom,,
Kerala,KOLLAM,august,cardamom,,
Kerala,KOLLAM,june ,arecanut,,
Kerala,KOLLAM,july,arecanut,,
Kerala,KOLLAM,august,arecanut,,
Kerala,KOLLAM,october,arecanut,,
Kerala,KOLLAM,november,arecanut,,
Kerala,KOLLAM,september,arecanut,,
Kerala,KOLLAM,january,turmeric,,
Kerala,KOLLAM,february,turmeric,,
Kerala,KOLLAM,march,turmeric,,
Kerala,KOLLAM,december,sweet patato,,
Kerala,KOLLAM,january,sweet patato,,
Kerala,THIRUVANANTHAPURAM,,january,sugarcane,
Kerala,THIRUVANANTHAPURAM,,february,sugarcane,
Kerala,THIRUVANANTHAPURAM,,march,sugarcane,
Kerala,THIRUVANANTHAPURAM,,april,chilli,
Kerala,THIRUVANANTHAPURAM,,may,tomato,
Kerala,THIRUVANANTHAPURAM,,june,maize,
Kerala,THIRUVANANTHAPURAM,,july,maize,
Kerala,THIRUVANANTHAPURAM,,august,broccoil,
Kerala,THIRUVANANTHAPURAM,,september,peas,
Kerala,THIRUVANANTHAPURAM,,october,peas,
Kerala,THIRUVANANTHAPURAM,,november,peas,
Kerala,THIRUVANANTHAPURAM,,december,bottle gourd,
Kerala,THIRUVANANTHAPURAM,,january,tomato,
Kerala,THIRUVANANTHAPURAM,,february,chilli,
Kerala,THIRUVANANTHAPURAM,,march,chilli,
Kerala,THIRUVANANTHAPURAM,,april,tomato,
Kerala,THIRUVANANTHAPURAM,,may,tomato,
Kerala,THIRUVANANTHAPURAM,,june,tomato,
Kerala,THIRUVANANTHAPURAM,,july,groundnut,
Kerala,THIRUVANANTHAPURAM,,august,carrot,
Kerala,THIRUVANANTHAPURAM,,september,spinach,
Kerala,THIRUVANANTHAPURAM,,october,spinach,
Kerala,THIRUVANANTHAPURAM,,november,spinach,
Kerala,THIRUVANANTHAPURAM,,december,potato,
Kerala,THIRUVANANTHAPURAM,,february,pomegranet,
Kerala,THIRUVANANTHAPURAM,,march,pomegranet,
Kerala,THIRUVANANTHAPURAM,,march,tomato,
Kerala,THIRUVANANTHAPURAM,,may,pepper,
Kerala,THIRUVANANTHAPURAM,,june,pepper,
Kerala,THIRUVANANTHAPURAM,,june,rice,
Kerala,THIRUVANANTHAPURAM,,july,rice,
Kerala,THIRUVANANTHAPURAM,,november,bottle gourd,
Kerala,THIRUVANANTHAPURAM,,october,potato,
Kerala,THIRUVANANTHAPURAM,,november,potato,
Kerala,THIRUVANANTHAPURAM,,may,cardamom,
Kerala,THIRUVANANTHAPURAM,,june,cardamom,
Kerala,THIRUVANANTHAPURAM,,july ,cardamom,
Kerala,THIRUVANANTHAPURAM,,august,cardamom,
Kerala,THIRUVANANTHAPURAM,,june ,arecanut,
Kerala,THIRUVANANTHAPURAM,,july,arecanut,
Kerala,THIRUVANANTHAPURAM,,august,arecanut,
Kerala,THIRUVANANTHAPURAM,,october,arecanut,
Kerala,THIRUVANANTHAPURAM,,november,arecanut,
Kerala,THIRUVANANTHAPURAM,,september,arecanut,
Kerala,THIRUVANANTHAPURAM,,january,turmeric,
Kerala,THIRUVANANTHAPURAM,,february,turmeric,
Kerala,THIRUVANANTHAPURAM,,march,turmeric,
Kerala,THIRUVANANTHAPURAM,,december,sweet patato,
Kerala,THIRUVANANTHAPURAM,,january,sweet patato,
Madhya Pradesh,AGAR MALWA,january,sugarcane,,
Madhya Pradesh,AGAR MALWA,february,sugarcane,,
Madhya Pradesh,AGAR MALWA,march,sugarcane,,
Madhya Pradesh,AGAR MALWA,april,jute,,
Madhya Pradesh,AGAR MALWA,may,jute,,
Madhya Pradesh,AGAR MALWA,june,rice,,
Madhya Pradesh,AGAR MALWA,july,rice,,
Madhya Pradesh,AGAR MALWA,august,oilseeds,,
Madhya Pradesh,AGAR MALWA,september,oilseeds,,
Madhya Pradesh,AGAR MALWA,october,cauliflower,,
Madhya Pradesh,AGAR MALWA,november,wheat,,
Madhya Pradesh,AGAR MALWA,december,wheat,,
Madhya Pradesh,AGAR MALWA,march,jute,,
Madhya Pradesh,AGAR MALWA,june,maize,,
Madhya Pradesh,AGAR MALWA,july,maize,,
Madhya Pradesh,AGAR MALWA,june,oilseeds,,
Madhya Pradesh,AGAR MALWA,july,oilseeds,,
Madhya Pradesh,AGAR MALWA,september,cauliflower,,
Madhya Pradesh,AGAR MALWA,november,cauliflower,,
Madhya Pradesh,AGAR MALWA,december,cauliflower,,
Madhya Pradesh,AGAR MALWA,october,cabbage,,
Madhya Pradesh,AGAR MALWA,november,cabbage,,
Madhya Pradesh,AGAR MALWA,december,cabbage,,
Madhya Pradesh,AGAR MALWA,april,tomato,,
Madhya Pradesh,AGAR MALWA,may,tomato,,
Madhya Pradesh,AGAR MALWA,june,tomato,,
Madhya Pradesh,AGAR MALWA,november,capsicum,,
Madhya Pradesh,AGAR MALWA,september,radish,,
Madhya Pradesh,AGAR MALWA,october,cabbage,,
Madhya Pradesh,AGAR MALWA,november,cabbage,,
Madhya Pradesh,AGAR MALWA,february,chilli,,
Madhya Pradesh,AGAR MALWA,march,chilli,,
Madhya Pradesh,AGAR MALWA,march,cucumber,,
Madhya Pradesh,AGAR MALWA,april,cucumber,,
Madhya Pradesh,AGAR MALWA,october,patato,,
Madhya Pradesh,AGAR MALWA,november,patato,,
Madhya Pradesh,AGAR MALWA,december,patato,,
Madhya Pradesh,AGAR MALWA,october,barley,,
Madhya Pradesh,AGAR MALWA,november,barley,,
Madhya Pradesh,AGAR MALWA,december,barley,,
Madhya Pradesh,AGAR MALWA,october,onion,,
Madhya Pradesh,AGAR MALWA,november,onion,,
Madhya Pradesh,AGAR MALWA,january,pulses,,
Madhya Pradesh,AGAR MALWA,february,pulses,,
Madhya Pradesh,AGAR MALWA,march,pulses,,
Madhya Pradesh,AGAR MALWA,september,coriander,,
Madhya Pradesh,AGAR MALWA,october,garlic,,
Madhya Pradesh,AGAR MALWA,september,garlic,,
Madhya Pradesh,AGAR MALWA,november,garlic,,
Madhya Pradesh,AGAR MALWA,february,bottle gourd,,
Madhya Pradesh,AGAR MALWA,march,bottle gourd,,
Madhya Pradesh,AGAR MALWA,june,bottle gourd,,
Madhya Pradesh,AGAR MALWA,july,bottle gourd,,
Madhya Pradesh,AGAR MALWA,august,carrot,,
Madhya Pradesh,AGAR MALWA,september,carrot,,
Madhya Pradesh,AGAR MALWA,october,carrot,,
Madhya Pradesh,AGAR MALWA,november,tomato,,
Madhya Pradesh,AGAR MALWA,december,tomato,,
Madhya Pradesh,AGAR MALWA,october,tomato,,
Madhya Pradesh,AGAR MALWA,september,spinach,,
Madhya Pradesh,AGAR MALWA,october,spinach,,
Madhya Pradesh,AGAR MALWA,november,spinach,,
Madhya Pradesh,AGAR MALWA,august,radish,,
Madhya Pradesh,AGAR MALWA,september,radish,,
Madhya Pradesh,AGAR MALWA,october,radish,,
Madhya Pradesh,AGAR MALWA,november,radish,,
Madhya Pradesh,AGAR MALWA,january,radish,,
Madhya Pradesh,AGAR MALWA,october,beetroot,,
Madhya Pradesh,AGAR MALWA,november,beetroot,,
Madhya Pradesh,ASHOKNAGAR,january,sugarcane,,
Madhya Pradesh,ASHOKNAGAR,february,sugarcane,,
Madhya Pradesh,ASHOKNAGAR,march,sugarcane,,
Madhya Pradesh,ASHOKNAGAR,april,jute,,
Madhya Pradesh,ASHOKNAGAR,may,jute,,
Madhya Pradesh,ASHOKNAGAR,june,rice,,
Madhya Pradesh,ASHOKNAGAR,july,rice,,
Madhya Pradesh,ASHOKNAGAR,august,oilseeds,,
Madhya Pradesh,ASHOKNAGAR,september,oilseeds,,
Madhya Pradesh,ASHOKNAGAR,october,cauliflower,,
Madhya Pradesh,ASHOKNAGAR,november,wheat,,
Madhya Pradesh,ASHOKNAGAR,december,wheat,,
Madhya Pradesh,ASHOKNAGAR,march,jute,,
Madhya Pradesh,ASHOKNAGAR,june,maize,,
Madhya Pradesh,ASHOKNAGAR,july,maize,,
Madhya Pradesh,ASHOKNAGAR,june,oilseeds,,
Madhya Pradesh,ASHOKNAGAR,july,oilseeds,,
Madhya Pradesh,ASHOKNAGAR,september,cauliflower,,
Madhya Pradesh,ASHOKNAGAR,november,cauliflower,,
Madhya Pradesh,ASHOKNAGAR,december,cauliflower,,
Madhya Pradesh,ASHOKNAGAR,october,cabbage,,
Madhya Pradesh,ASHOKNAGAR,november,cabbage,,
Madhya Pradesh,ASHOKNAGAR,december,cabbage,,
Madhya Pradesh,ASHOKNAGAR,april,tomato,,
Madhya Pradesh,ASHOKNAGAR,may,tomato,,
Madhya Pradesh,ASHOKNAGAR,june,tomato,,
Madhya Pradesh,ASHOKNAGAR,november,capsicum,,
Madhya Pradesh,ASHOKNAGAR,september,radish,,
Madhya Pradesh,ASHOKNAGAR,october,cabbage,,
Madhya Pradesh,ASHOKNAGAR,november,cabbage,,
Madhya Pradesh,ASHOKNAGAR,february,chilli,,
Madhya Pradesh,ASHOKNAGAR,march,chilli,,
Madhya Pradesh,ASHOKNAGAR,march,cucumber,,
Madhya Pradesh,ASHOKNAGAR,april,cucumber,,
Madhya Pradesh,ASHOKNAGAR,october,patato,,
Madhya Pradesh,ASHOKNAGAR,november,patato,,
Madhya Pradesh,ASHOKNAGAR,december,patato,,
Madhya Pradesh,ASHOKNAGAR,october,barley,,
Madhya Pradesh,ASHOKNAGAR,november,barley,,
Madhya Pradesh,ASHOKNAGAR,december,barley,,
Madhya Pradesh,ASHOKNAGAR,october,onion,,
Madhya Pradesh,ASHOKNAGAR,november,onion,,
Madhya Pradesh,ASHOKNAGAR,january,pulses,,
Madhya Pradesh,ASHOKNAGAR,february,pulses,,
Madhya Pradesh,ASHOKNAGAR,march,pulses,,
Madhya Pradesh,ASHOKNAGAR,september,coriander,,
Madhya Pradesh,ASHOKNAGAR,october,garlic,,
Madhya Pradesh,ASHOKNAGAR,september,garlic,,
Madhya Pradesh,ASHOKNAGAR,november,garlic,,
Madhya Pradesh,ASHOKNAGAR,february,bottle gourd,,
Madhya Pradesh,ASHOKNAGAR,march,bottle gourd,,
Madhya Pradesh,ASHOKNAGAR,june,bottle gourd,,
Madhya Pradesh,ASHOKNAGAR,july,bottle gourd,,
Madhya Pradesh,ASHOKNAGAR,august,carrot,,
Madhya Pradesh,ASHOKNAGAR,september,carrot,,
Madhya Pradesh,ASHOKNAGAR,october,carrot,,
Madhya Pradesh,ASHOKNAGAR,november,tomato,,
Madhya Pradesh,ASHOKNAGAR,december,tomato,,
Madhya Pradesh,ASHOKNAGAR,october,tomato,,
Madhya Pradesh,ASHOKNAGAR,september,spinach,,
Madhya Pradesh,ASHOKNAGAR,october,spinach,,
Madhya Pradesh,ASHOKNAGAR,november,spinach,,
Madhya Pradesh,ASHOKNAGAR,august,radish,,
Madhya Pradesh,ASHOKNAGAR,september,radish,,
Madhya Pradesh,ASHOKNAGAR,october,radish,,
Madhya Pradesh,ASHOKNAGAR,november,radish,,
Madhya Pradesh,ASHOKNAGAR,january,radish,,
Madhya Pradesh,ASHOKNAGAR,october,beetroot,,
Madhya Pradesh,ASHOKNAGAR,november,beetroot,,
Madhya Pradesh,INDORE,january,sugarcane,,
Madhya Pradesh,INDORE,february,sugarcane,,
Madhya Pradesh,INDORE,march,sugarcane,,
Madhya Pradesh,INDORE,april,jute,,
Madhya Pradesh,INDORE,may,jute,,
Madhya Pradesh,INDORE,june,rice,,
Madhya Pradesh,INDORE,july,rice,,
Madhya Pradesh,INDORE,august,oilseeds,,
Madhya Pradesh,INDORE,september,oilseeds,,
Madhya Pradesh,INDORE,october,cauliflower,,
Madhya Pradesh,INDORE,november,wheat,,
Madhya Pradesh,INDORE,december,wheat,,
Madhya Pradesh,INDORE,march,jute,,
Madhya Pradesh,INDORE,june,maize,,
Madhya Pradesh,INDORE,july,maize,,
Madhya Pradesh,INDORE,june,oilseeds,,
Madhya Pradesh,INDORE,july,oilseeds,,
Madhya Pradesh,INDORE,september,cauliflower,,
Madhya Pradesh,INDORE,november,cauliflower,,
Madhya Pradesh,INDORE,december,cauliflower,,
Madhya Pradesh,INDORE,october,cabbage,,
Madhya Pradesh,INDORE,november,cabbage,,
Madhya Pradesh,INDORE,december,cabbage,,
Madhya Pradesh,INDORE,april,tomato,,
Madhya Pradesh,INDORE,may,tomato,,
Madhya Pradesh,INDORE,june,tomato,,
Madhya Pradesh,INDORE,november,capsicum,,
Madhya Pradesh,INDORE,september,radish,,
Madhya Pradesh,INDORE,october,cabbage,,
Madhya Pradesh,INDORE,november,cabbage,,
Madhya Pradesh,INDORE,february,chilli,,
Madhya Pradesh,INDORE,march,chilli,,
Madhya Pradesh,INDORE,march,cucumber,,
Madhya Pradesh,INDORE,april,cucumber,,
Madhya Pradesh,INDORE,october,patato,,
Madhya Pradesh,INDORE,november,patato,,
Madhya Pradesh,INDORE,december,patato,,
Madhya Pradesh,INDORE,october,barley,,
Madhya Pradesh,INDORE,november,barley,,
Madhya Pradesh,INDORE,december,barley,,
Madhya Pradesh,INDORE,october,onion,,
Madhya Pradesh,INDORE,november,onion,,
Madhya Pradesh,INDORE,january,pulses,,
Madhya Pradesh,INDORE,february,pulses,,
Madhya Pradesh,INDORE,march,pulses,,
Madhya Pradesh,INDORE,september,coriander,,
Madhya Pradesh,INDORE,october,garlic,,
Madhya Pradesh,INDORE,september,garlic,,
Madhya Pradesh,INDORE,november,garlic,,
Madhya Pradesh,INDORE,february,bottle gourd,,
Madhya Pradesh,INDORE,march,bottle gourd,,
Madhya Pradesh,INDORE,june,bottle gourd,,
Madhya Pradesh,INDORE,july,bottle gourd,,
Madhya Pradesh,INDORE,august,carrot,,
Madhya Pradesh,INDORE,september,carrot,,
Madhya Pradesh,INDORE,october,carrot,,
Madhya Pradesh,INDORE,november,tomato,,
Madhya Pradesh,INDORE,december,tomato,,
Madhya Pradesh,INDORE,october,tomato,,
Madhya Pradesh,INDORE,september,spinach,,
Madhya Pradesh,INDORE,october,spinach,,
Madhya Pradesh,INDORE,november,spinach,,
Madhya Pradesh,INDORE,august,radish,,
Madhya Pradesh,INDORE,september,radish,,
Madhya Pradesh,INDORE,october,radish,,
Madhya Pradesh,INDORE,november,radish,,
Madhya Pradesh,INDORE,january,radish,,
Madhya Pradesh,INDORE,october,beetroot,,
Madhya Pradesh,INDORE,november,beetroot,,
Punjab,AMRITSAR,january,sugarcane,,
Punjab,AMRITSAR,february,sugarcane,,
Punjab,AMRITSAR,march,sugarcane,,
Punjab,AMRITSAR,april,jute,,
Punjab,AMRITSAR,may,jute,,
Punjab,AMRITSAR,june,rice,,
Punjab,AMRITSAR,july,rice,,
Punjab,AMRITSAR,august,oilseeds,,
Punjab,AMRITSAR,september,oilseeds,,
Punjab,AMRITSAR,october,cauliflower,,
Punjab,AMRITSAR,november,wheat,,
Punjab,AMRITSAR,december,wheat,,
Punjab,AMRITSAR,march,jute,,
Punjab,AMRITSAR,june,maize,,
Punjab,AMRITSAR,july,maize,,
Punjab,AMRITSAR,june,oilseeds,,
Punjab,AMRITSAR,july,oilseeds,,
Punjab,AMRITSAR,september,cauliflower,,
Punjab,AMRITSAR,november,cauliflower,,
Punjab,AMRITSAR,december,cauliflower,,
Punjab,AMRITSAR,october,cabbage,,
Punjab,AMRITSAR,november,cabbage,,
Punjab,AMRITSAR,december,cabbage,,
Punjab,AMRITSAR,april,tomato,,
Punjab,AMRITSAR,may,tomato,,
Punjab,AMRITSAR,june,tomato,,
Punjab,AMRITSAR,november,capsicum,,
Punjab,AMRITSAR,september,radish,,
Punjab,AMRITSAR,october,cabbage,,
Punjab,AMRITSAR,november,cabbage,,
Punjab,AMRITSAR,october,onion,,
Punjab,AMRITSAR,november,onion,,
Punjab,AMRITSAR,january,pulses,,
Punjab,AMRITSAR,february,pulses,,
Punjab,AMRITSAR,march,pulses,,
Punjab,AMRITSAR,september,coriander,,
Punjab,AMRITSAR,october,garlic,,
Punjab,AMRITSAR,september,garlic,,
Punjab,AMRITSAR,november,garlic,,
Punjab,AMRITSAR,february,bottle gourd,,
Punjab,AMRITSAR,march,bottle gourd,,
Punjab,AMRITSAR,june,bottle gourd,,
Punjab,AMRITSAR,july,bottle gourd,,
Punjab,AMRITSAR,august,carrot,,
Punjab,AMRITSAR,september,carrot,,
Punjab,AMRITSAR,october,carrot,,
Punjab,AMRITSAR,november,tomato,,
Punjab,AMRITSAR,december,tomato,,
Punjab,AMRITSAR,october,tomato,,
Punjab,AMRITSAR,september,spinach,,
Punjab,AMRITSAR,october,spinach,,
Punjab,AMRITSAR,november,spinach,,
Punjab,AMRITSAR,july,jowar,,
Punjab,BATHINDA,january,sugarcane,,
Punjab,BATHINDA,february,sugarcane,,
Punjab,BATHINDA,march,sugarcane,,
Punjab,BATHINDA,april,jute,,
Punjab,BATHINDA,may,jute,,
Punjab,BATHINDA,june,rice,,
Punjab,BATHINDA,july,rice,,
Punjab,BATHINDA,august,oilseeds,,
Punjab,BATHINDA,september,oilseeds,,
Punjab,BATHINDA,october,cauliflower,,
Punjab,BATHINDA,november,wheat,,
Punjab,BATHINDA,december,wheat,,
Punjab,BATHINDA,march,jute,,
Punjab,BATHINDA,june,maize,,
Punjab,BATHINDA,july,maize,,
Punjab,BATHINDA,june,oilseeds,,
Punjab,BATHINDA,july,oilseeds,,
Punjab,BATHINDA,september,cauliflower,,
Punjab,BATHINDA,november,cauliflower,,
Punjab,BATHINDA,december,cauliflower,,
Punjab,BATHINDA,october,cabbage,,
Punjab,BATHINDA,november,cabbage,,
Punjab,BATHINDA,december,cabbage,,
Punjab,BATHINDA,april,tomato,,
Punjab,BATHINDA,may,tomato,,
Punjab,BATHINDA,june,tomato,,
Punjab,BATHINDA,november,capsicum,,
Punjab,BATHINDA,september,radish,,
Punjab,BATHINDA,october,cabbage,,
Punjab,BATHINDA,november,cabbage,,
Punjab,BATHINDA,october,onion,,
Punjab,BATHINDA,november,onion,,
Punjab,BATHINDA,january,pulses,,
Punjab,BATHINDA,february,pulses,,
Punjab,BATHINDA,march,pulses,,
Punjab,BATHINDA,september,coriander,,
Punjab,BATHINDA,october,garlic,,
Punjab,BATHINDA,september,garlic,,
Punjab,BATHINDA,november,garlic,,
Punjab,BATHINDA,february,bottle gourd,,
Punjab,BATHINDA,march,bottle gourd,,
Punjab,BATHINDA,june,bottle gourd,,
Punjab,BATHINDA,july,bottle gourd,,
Punjab,BATHINDA,august,carrot,,
Punjab,BATHINDA,september,carrot,,
Punjab,BATHINDA,october,carrot,,
Punjab,BATHINDA,november,tomato,,
Punjab,BATHINDA,december,tomato,,
Punjab,BATHINDA,october,tomato,,
Punjab,BATHINDA,september,spinach,,
Punjab,BATHINDA,october,spinach,,
Punjab,BATHINDA,november,spinach,,
Punjab,BATHINDA,july,jowar,,
Punjab,FIROZEPUR,january,sugarcane,,
Punjab,FIROZEPUR,february,sugarcane,,
Punjab,FIROZEPUR,march,sugarcane,,
Punjab,FIROZEPUR,april,jute,,
Punjab,FIROZEPUR,may,jute,,
Punjab,FIROZEPUR,june,rice,,
Punjab,FIROZEPUR,july,rice,,
Punjab,FIROZEPUR,august,oilseeds,,
Punjab,FIROZEPUR,september,oilseeds,,
Punjab,FIROZEPUR,october,cauliflower,,
Punjab,FIROZEPUR,november,wheat,,
Punjab,FIROZEPUR,december,wheat,,
Punjab,FIROZEPUR,march,jute,,
Punjab,FIROZEPUR,june,maize,,
Punjab,FIROZEPUR,july,maize,,
Punjab,FIROZEPUR,june,oilseeds,,
Punjab,FIROZEPUR,july,oilseeds,,
Punjab,FIROZEPUR,september,cauliflower,,
Punjab,FIROZEPUR,november,cauliflower,,
Punjab,FIROZEPUR,december,cauliflower,,
Punjab,FIROZEPUR,october,cabbage,,
Punjab,FIROZEPUR,november,cabbage,,
Punjab,FIROZEPUR,december,cabbage,,
Punjab,FIROZEPUR,april,tomato,,
Punjab,FIROZEPUR,may,tomato,,
Punjab,FIROZEPUR,june,tomato,,
Punjab,FIROZEPUR,november,capsicum,,
Punjab,FIROZEPUR,september,radish,,
Punjab,FIROZEPUR,october,cabbage,,
Punjab,FIROZEPUR,november,cabbage,,
Punjab,FIROZEPUR,october,onion,,
Punjab,FIROZEPUR,november,onion,,
Punjab,FIROZEPUR,january,pulses,,
Punjab,FIROZEPUR,february,pulses,,
Punjab,FIROZEPUR,march,pulses,,
Punjab,FIROZEPUR,september,coriander,,
Punjab,FIROZEPUR,october,garlic,,
Punjab,FIROZEPUR,september,garlic,,
Punjab,FIROZEPUR,november,garlic,,
Punjab,FIROZEPUR,february,bottle gourd,,
Punjab,FIROZEPUR,march,bottle gourd,,
Punjab,FIROZEPUR,june,bottle gourd,,
Punjab,FIROZEPUR,july,bottle gourd,,
Punjab,FIROZEPUR,august,carrot,,
Punjab,FIROZEPUR,september,carrot,,
Punjab,FIROZEPUR,october,carrot,,
Punjab,FIROZEPUR,november,tomato,,
Punjab,FIROZEPUR,december,tomato,,
Punjab,FIROZEPUR,october,tomato,,
Punjab,FIROZEPUR,september,spinach,,
Punjab,FIROZEPUR,october,spinach,,
Punjab,FIROZEPUR,november,spinach,,
Punjab,FIROZEPUR,july,jowar,,
Punjab,JALANDHAR,january,sugarcane,,
Punjab,JALANDHAR,february,sugarcane,,
Punjab,JALANDHAR,march,sugarcane,,
Punjab,JALANDHAR,april,jute,,
Punjab,JALANDHAR,may,jute,,
Punjab,JALANDHAR,june,rice,,
Punjab,JALANDHAR,july,rice,,
Punjab,JALANDHAR,august,oilseeds,,
Punjab,JALANDHAR,september,oilseeds,,
Punjab,JALANDHAR,october,cauliflower,,
Punjab,JALANDHAR,november,wheat,,
Punjab,JALANDHAR,december,wheat,,
Punjab,JALANDHAR,march,jute,,
Punjab,JALANDHAR,june,maize,,
Punjab,JALANDHAR,july,maize,,
Punjab,JALANDHAR,june,oilseeds,,
Punjab,JALANDHAR,july,oilseeds,,
Punjab,JALANDHAR,september,cauliflower,,
Punjab,JALANDHAR,november,cauliflower,,
Punjab,JALANDHAR,december,cauliflower,,
Punjab,JALANDHAR,october,cabbage,,
Punjab,JALANDHAR,november,cabbage,,
Punjab,JALANDHAR,december,cabbage,,
Punjab,JALANDHAR,april,tomato,,
Punjab,JALANDHAR,may,tomato,,
Punjab,JALANDHAR,june,tomato,,
Punjab,JALANDHAR,november,capsicum,,
Punjab,JALANDHAR,september,radish,,
Punjab,JALANDHAR,october,cabbage,,
Punjab,JALANDHAR,november,cabbage,,
Punjab,JALANDHAR,october,onion,,
Punjab,JALANDHAR,november,onion,,
Punjab,JALANDHAR,january,pulses,,
Punjab,JALANDHAR,february,pulses,,
Punjab,JALANDHAR,march,pulses,,
Punjab,JALANDHAR,september,coriander,,
Punjab,JALANDHAR,october,garlic,,
Punjab,JALANDHAR,september,garlic,,
Punjab,JALANDHAR,november,garlic,,
Punjab,JALANDHAR,february,bottle gourd,,
Punjab,JALANDHAR,march,bottle gourd,,
Punjab,JALANDHAR,june,bottle gourd,,
Punjab,JALANDHAR,july,bottle gourd,,
Punjab,JALANDHAR,august,carrot,,
Punjab,JALANDHAR,september,carrot,,
Punjab,JALANDHAR,october,carrot,,
Punjab,JALANDHAR,november,tomato,,
Punjab,JALANDHAR,december,tomato,,
Punjab,JALANDHAR,october,tomato,,
Punjab,JALANDHAR,september,spinach,,
Punjab,JALANDHAR,october,spinach,,
Punjab,JALANDHAR,november,spinach,,
Punjab,JALANDHAR,july,jowar,,
Punjab,LUDHIANA,january,sugarcane,,
Punjab,LUDHIANA,february,sugarcane,,
Punjab,LUDHIANA,march,sugarcane,,
Punjab,LUDHIANA,april,jute,,
Punjab,LUDHIANA,may,jute,,
Punjab,LUDHIANA,june,rice,,
Punjab,LUDHIANA,july,rice,,
Punjab,LUDHIANA,august,oilseeds,,
Punjab,LUDHIANA,september,oilseeds,,
Punjab,LUDHIANA,october,cauliflower,,
Punjab,LUDHIANA,november,wheat,,
Punjab,LUDHIANA,december,wheat,,
Punjab,LUDHIANA,march,jute,,
Punjab,LUDHIANA,june,maize,,
Punjab,LUDHIANA,july,maize,,
Punjab,LUDHIANA,june,oilseeds,,
Punjab,LUDHIANA,july,oilseeds,,
Punjab,LUDHIANA,september,cauliflower,,
Punjab,LUDHIANA,november,cauliflower,,
Punjab,LUDHIANA,december,cauliflower,,
Punjab,LUDHIANA,october,cabbage,,
Punjab,LUDHIANA,november,cabbage,,
Punjab,LUDHIANA,december,cabbage,,
Punjab,LUDHIANA,april,tomato,,
Punjab,LUDHIANA,may,tomato,,
Punjab,LUDHIANA,june,tomato,,
Punjab,LUDHIANA,november,capsicum,,
Punjab,LUDHIANA,september,radish,,
Punjab,LUDHIANA,october,cabbage,,
Punjab,LUDHIANA,november,cabbage,,
Punjab,LUDHIANA,october,onion,,
Punjab,LUDHIANA,november,onion,,
Punjab,LUDHIANA,january,pulses,,
Punjab,LUDHIANA,february,pulses,,
Punjab,LUDHIANA,march,pulses,,
Punjab,LUDHIANA,september,coriander,,
Punjab,LUDHIANA,october,garlic,,
Punjab,LUDHIANA,september,garlic,,
Punjab,LUDHIANA,november,garlic,,
Punjab,LUDHIANA,february,bottle gourd,,
Punjab,LUDHIANA,march,bottle gourd,,
Punjab,LUDHIANA,june,bottle gourd,,
Punjab,LUDHIANA,july,bottle gourd,,
Punjab,LUDHIANA,august,carrot,,
Punjab,LUDHIANA,september,carrot,,
Punjab,LUDHIANA,october,carrot,,
Punjab,LUDHIANA,november,tomato,,
Punjab,LUDHIANA,december,tomato,,
Punjab,LUDHIANA,october,tomato,,
Punjab,LUDHIANA,september,spinach,,
Punjab,LUDHIANA,october,spinach,,
Punjab,LUDHIANA,november,spinach,,
Punjab,LUDHIANA,july,jowar,,
Uttar Pradesh,AGRA,january,sugarcane,,
Uttar Pradesh,AGRA,february,sugarcane,,
Uttar Pradesh,AGRA,march,sugarcane,,
Uttar Pradesh,AGRA,april,jute,,
Uttar Pradesh,AGRA,may,jute,,
Uttar Pradesh,AGRA,june,rice,,
Uttar Pradesh,AGRA,july,rice,,
