state_name,district_name,season,crop
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,november,rice
Bihar,GOPALGANJ,january,mango
Bihar,GOPALGANJ,february,potato
Bihar,GOPALGANJ,march,tomato
Bihar,GOPALGANJ,september,wheat 
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,september,rice
Bihar,GOPALGANJ,november,mango
Bihar,GOPALGANJ,february,potato
Bihar,GOPALGANJ,march,tomato
Bihar,GOPALGANJ,june,wheat 
Bihar,GOPALGANJ,july,bajra
Bihar,GOPALGANJ,august,rice
Bihar,GOPALGANJ,september,mango
Bihar,GOPALGANJ,october,potato
Bihar,GOPALGANJ,november,tomato
Bihar,GOPALGANJ,december,wheat 
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,september,rice
Bihar,GOPALGANJ,october,mango
Bihar,GOPALGANJ,november,potato
Bihar,GOPALGANJ,august,tomato
Bihar,GOPALGANJ,september,wheat 
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,november,rice
Bihar,GOPALGANJ,january,mango
Bihar,GOPALGANJ,october,potato
Bihar,GOPALGANJ,november,tomato
Bihar,KISHANGANJ,january,wheat 
Bihar,KISHANGANJ,february,bajra
Bihar,KISHANGANJ,march,rice
Bihar,KISHANGANJ,april,mango
Bihar,KISHANGANJ,may,potato
Bihar,KISHANGANJ,june,tomato
Bihar,KISHANGANJ,july,wheat 
Bihar,KISHANGANJ,august,bajra
Bihar,KISHANGANJ,september,rice
Bihar,KISHANGANJ,october,mango
Bihar,KISHANGANJ,november,potato
Bihar,KISHANGANJ,december,tomato
Bihar,KISHANGANJ,march,wheat 
Bihar,KISHANGANJ,june,bajra
Bihar,KISHANGANJ,july,rice
Bihar,KISHANGANJ,june,mango
Bihar,KISHANGANJ,july,potato
Bihar,KISHANGANJ,september,tomato
Bihar,KISHANGANJ,november,wheat 
Bihar,KISHANGANJ,december,bajra
Bihar,KISHANGANJ,october,rice
Bihar,KISHANGANJ,november,mango
Bihar,KISHANGANJ,december,potato
Bihar,KISHANGANJ,april,tomato
Bihar,KISHANGANJ,may,wheat 
Bihar,KISHANGANJ,june,bajra
Bihar,KISHANGANJ,november,rice
Bihar,KISHANGANJ,september,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,november,tomato
Bihar,KISHANGANJ,february,wheat 
Bihar,KISHANGANJ,march,bajra
Bihar,KISHANGANJ,march,rice
Bihar,KISHANGANJ,april,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,november,tomato
Bihar,KISHANGANJ,december,wheat 
Bihar,KISHANGANJ,october,bajra
Bihar,KISHANGANJ,november,rice
Bihar,KISHANGANJ,december,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,november,tomato
Bihar,KISHANGANJ,january,wheat 
Bihar,KISHANGANJ,february,bajra
Bihar,KISHANGANJ,march,rice
Bihar,KISHANGANJ,september,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,september,tomato
Bihar,KISHANGANJ,november,wheat 
Bihar,KISHANGANJ,february,bajra
Bihar,KISHANGANJ,march,rice
Bihar,KISHANGANJ,june,mango
Bihar,KISHANGANJ,july,potato
Bihar,KISHANGANJ,august,tomato
Bihar,KISHANGANJ,september,wheat 
Bihar,KISHANGANJ,october,bajra
Bihar,KISHANGANJ,november,rice
Bihar,KISHANGANJ,december,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,september,tomato
Bihar,KISHANGANJ,october,wheat 
Bihar,KISHANGANJ,november,bajra
Bihar,KISHANGANJ,august,rice
Bihar,KISHANGANJ,september,mango
Bihar,KISHANGANJ,october,potato
Bihar,KISHANGANJ,november,tomato
Bihar,KISHANGANJ,january,wheat 
Bihar,KISHANGANJ,october,bajra
Bihar,KISHANGANJ,november,rice
Bihar,MADHUBANI,january,mango
Bihar,MADHUBANI,february,potato
Bihar,MADHUBANI,march,tomato
Bihar,MADHUBANI,april,wheat 
Bihar,MADHUBANI,may,bajra
Bihar,MADHUBANI,june,rice
Bihar,MADHUBANI,july,mango
Bihar,MADHUBANI,august,potato
Bihar,MADHUBANI,september,tomato
Bihar,MADHUBANI,october,wheat 
Bihar,MADHUBANI,november,bajra
Bihar,MADHUBANI,december,rice
Bihar,MADHUBANI,march,mango
Bihar,MADHUBANI,june,potato
Bihar,MADHUBANI,july,tomato
Bihar,MADHUBANI,june,wheat 
Bihar,MADHUBANI,july,bajra
Bihar,MADHUBANI,september,rice
Bihar,MADHUBANI,november,mango
Bihar,MADHUBANI,december,potato
Bihar,MADHUBANI,october,tomato
Bihar,MADHUBANI,november,wheat 
Bihar,MADHUBANI,december,bajra
Bihar,MADHUBANI,april,rice
Bihar,MADHUBANI,may,mango
Bihar,MADHUBANI,june,potato
Bihar,MADHUBANI,november,tomato
Bihar,MADHUBANI,september,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,november,rice
Bihar,MADHUBANI,february,mango
Bihar,MADHUBANI,march,potato
Bihar,MADHUBANI,march,tomato
Bihar,MADHUBANI,april,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,november,rice
Bihar,MADHUBANI,december,mango
Bihar,MADHUBANI,october,potato
Bihar,MADHUBANI,november,tomato
Bihar,MADHUBANI,december,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,november,rice
Bihar,MADHUBANI,january,mango
Bihar,MADHUBANI,february,potato
Bihar,MADHUBANI,march,tomato
Bihar,MADHUBANI,september,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,september,rice
Bihar,MADHUBANI,november,mango
Bihar,MADHUBANI,february,potato
Bihar,MADHUBANI,march,tomato
Bihar,MADHUBANI,june,wheat 
Bihar,MADHUBANI,july,bajra
Bihar,MADHUBANI,august,rice
Bihar,MADHUBANI,september,mango
Bihar,MADHUBANI,october,potato
Bihar,MADHUBANI,november,tomato
Bihar,MADHUBANI,december,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,september,rice
Bihar,MADHUBANI,october,mango
Bihar,MADHUBANI,november,potato
Bihar,MADHUBANI,august,tomato
Bihar,MADHUBANI,september,wheat 
Bihar,MADHUBANI,october,bajra
Bihar,MADHUBANI,november,rice
Bihar,MADHUBANI,january,mango
Bihar,MADHUBANI,october,potato
Bihar,MADHUBANI,november,tomato
Bihar,NAWADA,january,wheat 
Bihar,NAWADA,february,bajra
Bihar,NAWADA,march,rice
Bihar,NAWADA,april,mango
Bihar,NAWADA,may,potato
Bihar,NAWADA,june,tomato
Bihar,NAWADA,july,wheat 
Bihar,NAWADA,august,bajra
Bihar,NAWADA,september,rice
Bihar,NAWADA,october,mango
Bihar,NAWADA,november,potato
Bihar,NAWADA,december,tomato
Bihar,NAWADA,march,wheat 
Bihar,NAWADA,june,bajra
Bihar,NAWADA,july,rice
Bihar,NAWADA,june,mango
Bihar,NAWADA,july,potato
Bihar,NAWADA,september,tomato
Bihar,NAWADA,november,wheat 
Bihar,NAWADA,december,bajra
Bihar,NAWADA,october,rice
Bihar,NAWADA,november,mango
Bihar,NAWADA,december,potato
Bihar,NAWADA,april,tomato
Bihar,NAWADA,may,wheat 
Bihar,NAWADA,june,bajra
Bihar,NAWADA,november,rice
Bihar,NAWADA,september,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,november,tomato
Bihar,NAWADA,february,wheat 
Bihar,NAWADA,march,bajra
Bihar,NAWADA,march,rice
Bihar,NAWADA,april,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,november,tomato
Bihar,NAWADA,december,wheat 
Bihar,NAWADA,october,bajra
Bihar,NAWADA,november,rice
Bihar,NAWADA,december,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,november,tomato
Bihar,NAWADA,january,wheat 
Bihar,NAWADA,february,bajra
Bihar,NAWADA,march,rice
Bihar,NAWADA,september,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,september,tomato
Bihar,NAWADA,november,wheat 
Bihar,NAWADA,february,bajra
Bihar,NAWADA,march,rice
Bihar,NAWADA,june,mango
Bihar,NAWADA,july,potato
Bihar,NAWADA,august,tomato
Bihar,NAWADA,september,wheat 
Bihar,NAWADA,october,bajra
Bihar,NAWADA,november,rice
Bihar,NAWADA,december,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,september,tomato
Bihar,NAWADA,october,wheat 
Bihar,NAWADA,november,bajra
Bihar,NAWADA,august,rice
Bihar,NAWADA,september,mango
Bihar,NAWADA,october,potato
Bihar,NAWADA,november,tomato
Bihar,NAWADA,january,wheat 
Bihar,NAWADA,october,bajra
Bihar,NAWADA,november,rice
Bihar,PATNA,january,mango
Bihar,PATNA,february,potato
Bihar,PATNA,march,tomato
Bihar,PATNA,april,wheat 
Bihar,PATNA,may,bajra
Bihar,PATNA,june,rice
Bihar,PATNA,july,mango
Bihar,PATNA,august,potato
Bihar,PATNA,september,tomato
Bihar,PATNA,october,wheat 
Bihar,PATNA,november,bajra
Bihar,PATNA,december,rice
Bihar,PATNA,march,mango
Bihar,PATNA,june,potato
Bihar,PATNA,july,tomato
Bihar,PATNA,june,wheat 
Bihar,PATNA,july,bajra
Bihar,PATNA,september,rice
Bihar,PATNA,november,mango
Bihar,PATNA,december,potato
Bihar,PATNA,october,tomato
Bihar,PATNA,november,wheat 
Bihar,PATNA,december,bajra
Bihar,PATNA,april,rice
Bihar,PATNA,may,mango
Bihar,PATNA,june,potato
Bihar,PATNA,november,tomato
Bihar,PATNA,september,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,november,rice
Bihar,PATNA,february,mango
Bihar,PATNA,march,potato
Bihar,PATNA,march,tomato
Bihar,PATNA,april,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,november,rice
Bihar,PATNA,december,mango
Bihar,PATNA,october,potato
Bihar,PATNA,november,tomato
Bihar,PATNA,december,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,november,rice
Bihar,PATNA,january,mango
Bihar,PATNA,february,potato
Bihar,PATNA,march,tomato
Bihar,PATNA,september,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,september,rice
Bihar,PATNA,november,mango
Bihar,PATNA,february,potato
Bihar,PATNA,march,tomato
Bihar,PATNA,june,wheat 
Bihar,PATNA,july,bajra
Bihar,PATNA,august,rice
Bihar,PATNA,september,mango
Bihar,PATNA,october,potato
Bihar,PATNA,november,tomato
Bihar,PATNA,december,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,september,rice
Bihar,PATNA,october,mango
Bihar,PATNA,november,potato
Bihar,PATNA,august,tomato
Bihar,PATNA,september,wheat 
Bihar,PATNA,october,bajra
Bihar,PATNA,november,rice
Bihar,PATNA,january,mango
Bihar,PATNA,october,potato
Bihar,PATNA,november,tomato
Bihar,ROHTAS,january,wheat 
Bihar,ROHTAS,february,bajra
Bihar,ROHTAS,march,rice
Bihar,ROHTAS,april,mango
Bihar,ROHTAS,may,potato
Bihar,ROHTAS,june,tomato
Bihar,ROHTAS,july,wheat 
Bihar,ROHTAS,august,bajra
Bihar,ROHTAS,september,rice
Bihar,ROHTAS,october,mango
Bihar,ROHTAS,november,potato
Bihar,ROHTAS,december,tomato
Bihar,ROHTAS,march,wheat 
Bihar,ROHTAS,june,bajra
Bihar,ROHTAS,july,rice
Bihar,ROHTAS,june,mango
Bihar,ROHTAS,july,potato
Bihar,ROHTAS,september,tomato
Bihar,ROHTAS,november,wheat 
Bihar,ROHTAS,december,bajra
Bihar,ROHTAS,october,rice
Bihar,ROHTAS,november,mango
Bihar,ROHTAS,december,potato
Bihar,ROHTAS,april,tomato
Bihar,ROHTAS,may,wheat 
Bihar,ROHTAS,june,bajra
Bihar,ROHTAS,november,rice
Bihar,ROHTAS,september,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,november,tomato
Bihar,ROHTAS,february,wheat 
Bihar,ROHTAS,march,bajra
Bihar,ROHTAS,march,rice
Bihar,ROHTAS,april,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,november,tomato
Bihar,ROHTAS,december,wheat 
Bihar,ROHTAS,october,bajra
Bihar,ROHTAS,november,rice
Bihar,ROHTAS,december,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,november,tomato
Bihar,ROHTAS,january,wheat 
Bihar,ROHTAS,february,bajra
Bihar,ROHTAS,march,rice
Bihar,ROHTAS,september,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,september,tomato
Bihar,ROHTAS,november,wheat 
Bihar,ROHTAS,february,bajra
Bihar,ROHTAS,march,rice
Bihar,ROHTAS,june,mango
Bihar,ROHTAS,july,potato
Bihar,ROHTAS,august,tomato
Bihar,ROHTAS,september,wheat 
Bihar,ROHTAS,october,bajra
Bihar,ROHTAS,november,rice
Bihar,ROHTAS,december,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,september,tomato
Bihar,ROHTAS,october,wheat 
Bihar,ROHTAS,november,bajra
Bihar,ROHTAS,august,rice
Bihar,ROHTAS,september,mango
Bihar,ROHTAS,october,potato
Bihar,ROHTAS,november,tomato
Bihar,ROHTAS,january,wheat 
Bihar,ROHTAS,october,bajra
Bihar,ROHTAS,november,rice
Bihar,SITAMARHI,january,mango
Bihar,SITAMARHI,february,potato
Bihar,SITAMARHI,march,tomato
Bihar,SITAMARHI,april,wheat 
Bihar,SITAMARHI,may,bajra
Bihar,SITAMARHI,june,rice
Bihar,SITAMARHI,july,mango
Bihar,SITAMARHI,august,potato
Bihar,SITAMARHI,september,tomato
Bihar,SITAMARHI,october,wheat 
Bihar,SITAMARHI,november,bajra
Bihar,SITAMARHI,december,rice
Bihar,SITAMARHI,march,mango
Bihar,SITAMARHI,june,potato
Bihar,SITAMARHI,july,tomato
Bihar,SITAMARHI,june,wheat 
Bihar,SITAMARHI,july,bajra
Bihar,SITAMARHI,september,rice
Bihar,SITAMARHI,november,mango
Bihar,SITAMARHI,december,potato
Bihar,SITAMARHI,october,tomato
Bihar,SITAMARHI,november,wheat 
Bihar,SITAMARHI,december,bajra
Bihar,SITAMARHI,april,rice
Bihar,SITAMARHI,may,mango
Bihar,SITAMARHI,june,potato
Bihar,SITAMARHI,november,tomato
Bihar,SITAMARHI,september,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,november,rice
Bihar,SITAMARHI,february,mango
Bihar,SITAMARHI,march,potato
Bihar,SITAMARHI,march,tomato
Bihar,SITAMARHI,april,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,november,rice
Bihar,SITAMARHI,december,mango
Bihar,SITAMARHI,october,potato
Bihar,SITAMARHI,november,tomato
Bihar,SITAMARHI,december,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,november,rice
Bihar,SITAMARHI,january,mango
Bihar,SITAMARHI,february,potato
Bihar,SITAMARHI,march,tomato
Bihar,SITAMARHI,september,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,september,rice
Bihar,SITAMARHI,november,mango
Bihar,SITAMARHI,february,potato
Bihar,SITAMARHI,march,tomato
Bihar,SITAMARHI,june,wheat 
Bihar,SITAMARHI,july,bajra
Bihar,SITAMARHI,august,rice
Bihar,SITAMARHI,september,mango
Bihar,SITAMARHI,october,potato
Bihar,SITAMARHI,november,tomato
Bihar,SITAMARHI,december,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,september,rice
Bihar,SITAMARHI,october,mango
Bihar,SITAMARHI,november,potato
Bihar,SITAMARHI,august,tomato
Bihar,SITAMARHI,september,wheat 
Bihar,SITAMARHI,october,bajra
Bihar,SITAMARHI,november,rice
Bihar,SITAMARHI,january,mango
Bihar,SITAMARHI,october,potato
Bihar,SITAMARHI,november,tomato
Haryana,AMBALA,january,wheat 
Haryana,AMBALA,february,bajra
Haryana,AMBALA,march,rice
Haryana,AMBALA,april,mango
Haryana,AMBALA,may,potato
Haryana,AMBALA,june,tomato
Haryana,AMBALA,july,wheat 
Haryana,AMBALA,august,bajra
Haryana,AMBALA,september,rice
Haryana,AMBALA,october,mango
Haryana,AMBALA,november,potato
Haryana,AMBALA,december,tomato
Haryana,AMBALA,march,wheat 
Haryana,AMBALA,june,bajra
Haryana,AMBALA,july,rice
Haryana,AMBALA,june,mango
Haryana,AMBALA,july,potato
Haryana,AMBALA,september,tomato
Haryana,AMBALA,november,wheat 
Haryana,AMBALA,december,bajra
Haryana,AMBALA,october,rice
Haryana,AMBALA,november,mango
Haryana,AMBALA,december,potato
Haryana,AMBALA,april,tomato
Haryana,AMBALA,may,wheat 
Haryana,AMBALA,june,bajra
Haryana,AMBALA,november,rice
Haryana,AMBALA,september,mango
Haryana,AMBALA,october,potato
Haryana,AMBALA,november,tomato
Haryana,AMBALA,october,wheat 
Haryana,AMBALA,november,bajra
Haryana,AMBALA,january,rice
Haryana,AMBALA,february,mango
Haryana,AMBALA,march,potato
Haryana,AMBALA,september,tomato
Haryana,AMBALA,october,wheat 
Haryana,AMBALA,september,bajra
Haryana,AMBALA,november,rice
Haryana,AMBALA,february,mango
Haryana,AMBALA,march,potato
Haryana,AMBALA,june,tomato
Haryana,AMBALA,july,wheat 
Haryana,AMBALA,august,bajra
Haryana,AMBALA,september,rice
Haryana,AMBALA,october,tomato
Haryana,AMBALA,november,wheat 
Haryana,AMBALA,december,bajra
Haryana,AMBALA,october,rice
Haryana,AMBALA,september,mango
Haryana,AMBALA,october,potato
Haryana,AMBALA,november,tomato
Haryana,AMBALA,july,wheat 
Haryana,FARIDABAD,january,bajra
Haryana,FARIDABAD,february,rice
Haryana,FARIDABAD,march,mango
Haryana,FARIDABAD,april,potato
Haryana,FARIDABAD,may,tomato
Haryana,FARIDABAD,june,wheat 
Haryana,FARIDABAD,july,bajra
Haryana,FARIDABAD,august,rice
Haryana,FARIDABAD,september,tomato
Haryana,FARIDABAD,october,wheat 
Haryana,FARIDABAD,november,bajra
Haryana,FARIDABAD,december,rice
Haryana,FARIDABAD,march,mango
Haryana,FARIDABAD,june,potato
Haryana,FARIDABAD,july,tomato
Haryana,FARIDABAD,june,wheat 
Haryana,FARIDABAD,july,bajra
Haryana,FARIDABAD,september,rice
Haryana,FARIDABAD,november,mango
Haryana,FARIDABAD,december,potato
Haryana,FARIDABAD,october,tomato
Haryana,FARIDABAD,november,wheat 
Haryana,FARIDABAD,december,bajra
Haryana,FARIDABAD,april,rice
Haryana,FARIDABAD,may,tomato
Haryana,FARIDABAD,june,wheat 
Haryana,FARIDABAD,november,bajra
Haryana,FARIDABAD,september,rice
Haryana,FARIDABAD,october,mango
Haryana,FARIDABAD,november,potato
Haryana,FARIDABAD,october,tomato
Haryana,FARIDABAD,november,wheat 
Haryana,FARIDABAD,january,bajra
Haryana,FARIDABAD,february,rice
Haryana,FARIDABAD,march,mango
Haryana,FARIDABAD,september,potato
Haryana,FARIDABAD,october,tomato
Haryana,FARIDABAD,september,wheat 
Haryana,FARIDABAD,november,bajra
Haryana,FARIDABAD,february,rice
Haryana,FARIDABAD,march,tomato
Haryana,FARIDABAD,june,wheat 
Haryana,FARIDABAD,july,bajra
Haryana,FARIDABAD,august,rice
Haryana,FARIDABAD,september,mango
Haryana,FARIDABAD,october,potato
Haryana,FARIDABAD,november,tomato
Haryana,FARIDABAD,december,wheat 
Haryana,FARIDABAD,october,bajra
Haryana,FARIDABAD,september,rice
Haryana,FARIDABAD,october,mango
Haryana,FARIDABAD,november,potato
Haryana,FARIDABAD,july,tomato
Haryana,GURGAON,january,wheat 
Haryana,GURGAON,february,bajra
Haryana,GURGAON,march,rice
Haryana,GURGAON,april,tomato
Haryana,GURGAON,may,wheat 
Haryana,GURGAON,june,bajra
Haryana,GURGAON,july,rice
Haryana,GURGAON,august,mango
Haryana,GURGAON,september,potato
Haryana,GURGAON,october,tomato
Haryana,GURGAON,november,wheat 
Haryana,GURGAON,december,bajra
Haryana,GURGAON,march,rice
Haryana,GURGAON,june,mango
Haryana,GURGAON,july,potato
Haryana,GURGAON,june,tomato
Haryana,GURGAON,july,wheat 
Haryana,GURGAON,september,bajra
Haryana,GURGAON,november,rice
Haryana,GURGAON,december,tomato
Haryana,GURGAON,october,wheat 
Haryana,GURGAON,november,bajra
Haryana,GURGAON,december,rice
Haryana,GURGAON,april,mango
Haryana,GURGAON,may,potato
Haryana,GURGAON,june,tomato
Haryana,GURGAON,november,wheat 
Haryana,GURGAON,september,bajra
Haryana,GURGAON,october,rice
Haryana,GURGAON,november,mango
Haryana,GURGAON,october,potato
Haryana,GURGAON,november,tomato
Haryana,GURGAON,january,wheat 
Haryana,GURGAON,february,bajra
Haryana,GURGAON,march,rice
Haryana,GURGAON,september,tomato
Haryana,GURGAON,october,wheat 
Haryana,GURGAON,september,bajra
Haryana,GURGAON,november,rice
Haryana,GURGAON,february,mango
Haryana,GURGAON,march,potato
Haryana,GURGAON,june,tomato
Haryana,GURGAON,july,wheat 
Haryana,GURGAON,august,bajra
Haryana,GURGAON,september,rice
Haryana,GURGAON,october,mango
Haryana,GURGAON,november,potato
Haryana,GURGAON,december,tomato
Haryana,GURGAON,october,wheat 
Haryana,GURGAON,september,bajra
Haryana,GURGAON,october,rice
Haryana,GURGAON,november,tomato
Haryana,GURGAON,july,wheat 
Haryana,HISAR,january,bajra
Haryana,HISAR,february,rice
Haryana,HISAR,march,mango
Haryana,HISAR,april,potato
Haryana,HISAR,may,tomato
Haryana,HISAR,june,wheat 
Haryana,HISAR,july,bajra
Haryana,HISAR,august,rice
Haryana,HISAR,september,mango
Haryana,HISAR,october,potato
Haryana,HISAR,november,tomato
Haryana,HISAR,december,wheat 
Haryana,HISAR,march,bajra
Haryana,HISAR,june,rice
Haryana,HISAR,july,tomato
Haryana,HISAR,june,wheat 
Haryana,HISAR,july,bajra
Haryana,HISAR,september,rice
Haryana,HISAR,november,mango
Haryana,HISAR,december,potato
Haryana,HISAR,october,tomato
Haryana,HISAR,november,wheat 
Haryana,HISAR,december,bajra
Haryana,HISAR,april,rice
Haryana,HISAR,may,mango
Haryana,HISAR,june,potato
Haryana,HISAR,november,tomato
Haryana,HISAR,september,wheat 
Haryana,HISAR,october,bajra
Haryana,HISAR,november,rice
Haryana,HISAR,october,tomato
Haryana,HISAR,november,wheat 
Haryana,HISAR,january,bajra
Haryana,HISAR,february,rice
Haryana,HISAR,march,mango
Haryana,HISAR,september,potato
Haryana,HISAR,october,tomato
Haryana,HISAR,september,wheat 
Haryana,HISAR,november,bajra
Haryana,HISAR,february,rice
Haryana,HISAR,march,mango
Haryana,HISAR,june,potato
Haryana,HISAR,july,tomato
Haryana,HISAR,august,wheat 
Haryana,HISAR,september,bajra
Haryana,HISAR,october,rice
Haryana,HISAR,november,tomato
Haryana,HISAR,december,wheat 
Haryana,HISAR,october,bajra
Haryana,HISAR,september,rice
Haryana,HISAR,october,mango
Haryana,HISAR,november,potato
Haryana,HISAR,july,tomato
Haryana,JHAJJAR,january,wheat 
Haryana,JHAJJAR,february,bajra
Haryana,JHAJJAR,march,rice
Haryana,JHAJJAR,april,mango
Haryana,JHAJJAR,may,potato
Haryana,JHAJJAR,june,tomato
Haryana,JHAJJAR,july,wheat 
Haryana,JHAJJAR,august,bajra
Haryana,JHAJJAR,september,rice
Haryana,JHAJJAR,october,tomato
Haryana,JHAJJAR,november,wheat 
Haryana,JHAJJAR,december,bajra
Haryana,JHAJJAR,march,rice
Haryana,JHAJJAR,june,mango
Haryana,JHAJJAR,july,potato
Haryana,JHAJJAR,june,tomato
Haryana,JHAJJAR,july,wheat 
Haryana,JHAJJAR,september,bajra
Haryana,JHAJJAR,november,rice
Haryana,JHAJJAR,december,mango
Haryana,JHAJJAR,october,potato
Haryana,JHAJJAR,november,tomato
Haryana,JHAJJAR,december,wheat 
Haryana,JHAJJAR,april,bajra
Haryana,JHAJJAR,may,rice
Haryana,JHAJJAR,june,tomato
Haryana,JHAJJAR,november,wheat 
Haryana,JHAJJAR,september,bajra
Haryana,JHAJJAR,october,rice
Haryana,JHAJJAR,november,mango
Haryana,JHAJJAR,october,potato
Haryana,JHAJJAR,november,tomato
Haryana,JHAJJAR,january,wheat 
Haryana,JHAJJAR,february,bajra
Haryana,JHAJJAR,march,rice
Haryana,JHAJJAR,september,mango
Haryana,JHAJJAR,october,potato
Haryana,JHAJJAR,september,tomato
Haryana,JHAJJAR,november,wheat 
Haryana,JHAJJAR,february,bajra
Haryana,JHAJJAR,march,rice
Haryana,JHAJJAR,june,tomato
Haryana,JHAJJAR,july,wheat 
Haryana,JHAJJAR,august,bajra
Haryana,JHAJJAR,september,rice
Haryana,JHAJJAR,october,mango
Haryana,JHAJJAR,november,potato
Haryana,JHAJJAR,december,tomato
Haryana,JHAJJAR,october,wheat 
Haryana,JHAJJAR,september,bajra
Haryana,JHAJJAR,october,rice
Haryana,JHAJJAR,november,mango
Haryana,JHAJJAR,july,potato
Haryana,KARNAL,january,tomato
Haryana,KARNAL,february,wheat 
Haryana,KARNAL,march,bajra
Haryana,KARNAL,april,rice
Haryana,KARNAL,may,tomato
Haryana,KARNAL,june,wheat 
Haryana,KARNAL,july,bajra
Haryana,KARNAL,august,rice
Haryana,KARNAL,september,mango
Haryana,KARNAL,october,potato
Haryana,KARNAL,november,tomato
Haryana,KARNAL,december,wheat 
Haryana,KARNAL,march,bajra
Haryana,KARNAL,june,rice
Haryana,KARNAL,july,mango
Haryana,KARNAL,june,potato
Haryana,KARNAL,july,tomato
Haryana,KARNAL,september,wheat 
Haryana,KARNAL,november,bajra
Haryana,KARNAL,december,rice
Haryana,KARNAL,october,tomato
Haryana,KARNAL,november,wheat 
Haryana,KARNAL,december,bajra
Haryana,KARNAL,april,rice
Haryana,KARNAL,may,mango
Haryana,KARNAL,june,potato
Haryana,KARNAL,november,tomato
Haryana,KARNAL,september,wheat 
Haryana,KARNAL,october,bajra
Haryana,KARNAL,november,rice
Haryana,KARNAL,october,mango
Haryana,KARNAL,november,potato
Haryana,KARNAL,january,tomato
Haryana,KARNAL,february,wheat 
Haryana,KARNAL,march,bajra
Haryana,KARNAL,september,rice
Haryana,KARNAL,october,tomato
Haryana,KARNAL,september,wheat 
Haryana,KARNAL,november,bajra
Haryana,KARNAL,february,rice
Haryana,KARNAL,march,mango
Haryana,KARNAL,june,potato
Haryana,KARNAL,july,tomato
Haryana,KARNAL,august,wheat 
Haryana,KARNAL,september,bajra
Haryana,KARNAL,october,rice
Haryana,KARNAL,november,mango
Haryana,KARNAL,december,potato
Haryana,KARNAL,october,tomato
Haryana,KARNAL,september,wheat 
Haryana,KARNAL,october,bajra
Haryana,KARNAL,november,rice
Haryana,KARNAL,july,tomato
Haryana,KURUKSHETRA,january,wheat 
Haryana,KURUKSHETRA,february,bajra
Haryana,KURUKSHETRA,march,rice
Haryana,KURUKSHETRA,april,mango
Haryana,KURUKSHETRA,may,potato
Haryana,KURUKSHETRA,june,tomato
Haryana,KURUKSHETRA,july,wheat 
Haryana,KURUKSHETRA,august,bajra
Haryana,KURUKSHETRA,september,rice
Haryana,KURUKSHETRA,october,mango
Haryana,KURUKSHETRA,november,potato
Haryana,KURUKSHETRA,december,tomato
Haryana,KURUKSHETRA,march,wheat 
Haryana,KURUKSHETRA,june,bajra
Haryana,KURUKSHETRA,july,rice
Haryana,KURUKSHETRA,june,tomato
Haryana,KURUKSHETRA,july,wheat 
Haryana,KURUKSHETRA,september,bajra
Haryana,KURUKSHETRA,november,rice
Haryana,KURUKSHETRA,december,mango
Haryana,KURUKSHETRA,october,potato
Haryana,KURUKSHETRA,november,tomato
Haryana,KURUKSHETRA,december,wheat 
Haryana,KURUKSHETRA,april,bajra
Haryana,KURUKSHETRA,may,rice
Haryana,KURUKSHETRA,june,mango
